text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
"The ISYNC procedure shall terminate when all 5 NEs are synchronized, four NEs are synchronized (when only four NEs are powered), or after the time-out period.",0,0,0,0,1
The use of train numbers to address trains shall not result in any ambiguities. (I),0,0,0,1,0
There is a requirement to regulate the membership of shunting groups to prevent uncontrolled membership. (I),1,0,0,0,0
"The FCP state shall include all volatile memory, read/write memory, registers, timers, and counters, except that part of the memory exclusively set aside for channel-unique information.",0,0,0,0,1
"In all MPCC IBIT cases, provided the hardware state permits, the FTSS shall log the error and report it in the X-38 telemetry stream.",0,0,0,0,1
"The following bearer services, identified in section 2, are to be supported for each type of mobile radio:",0,1,0,0,0
.25v Directed network selection is suitable for crossing international borders. (I) Automatic network selection,1,0,0,0,0
The system should be able to support x simultaneous users.,0,0,1,0,0
Authorised networks shall be listed (or automatically selected if automatic selection has been enabled) in the following order: (M),0,0,0,1,0
Message passing communications primitives shall be provided for task-to-task communication as well as for broadcast to all processors.,0,0,0,0,1
A means to enter/leave the direct mode of operation should be provided (see section 15). (O),1,0,0,0,0
The FCP shall configure ICP simplex virtual groups for each channel in the FCP virtual group.,0,0,0,0,1
The TCS shall present to the operator the estimated time of arrival and fuel status at each programmed waypoint of the proposed mission plan.,0,0,0,0,1
"The TCS hardware shall support the data rate characteristics of the AV, data link and payload to ensure interoperability.",0,0,1,0,0
"Any makefiles or other automated scripts that support the build, down-load, and flash programming processes shall be delivered with the software to NASA.",0,0,1,0,0
The supervised speed shall not be shown on the DMI.,0,0,0,1,0
Two possibilities shall be available to the shunting leader when leaving shunting mode: (M),0,1,0,0,0
No qualification is necessary.,0,1,0,0,0
All equipment shall not degrade photochemically when exposed to solar radiation of up to 1200 W/m2. (M),0,0,0,1,0
Confirmation centres shall be capable of decoding messages in either format A or B. (M),0,1,0,0,0
"When the call is connected to the controller, an audible and visual indication shall be provided to the user. (M)",0,0,1,0,0
