Text,Subjective,Ambiguous,Nonverifiable,Negative,Vague
The EIRENE numbering plan shall be standardised to allow interoperability and shall be implemented as a private numbering plan within the GSM-R network. (M),-,private,,-,-
The equipment shall be capable of coping with temperature variations of up to +/- 1°C/minute. (M),-,capable,,-,-
"The emission and immunity standards for the general railway environment and ancillary services as defined in [ENV 50121 parts 1, 2, 3-1, 3-2 and 5] shall be considered. (M)",-,general,,-,-
The driver shall be able to initiate a call by dialling any valid telephone number or functional number. (M),-,-,,-,-
Any equipment mounted external to the train cab shall withstand the following maximum levels of sinusoidal vibration: (M),-,maximum,,-,-
A railway GSM network is also likely to have external interfaces to: (I),-,-,,-,-
"The handover success rate should be at least 99.5% over train routes under design load conditions (as given in [EN 301 515, Index [30]]). (O)",-,-,,-,-
EIRENE mobile equipment shall be capable of operating over a standard range of temperatures from -20°C to +55°C. (M),-,capstandard,,-,-
The system comprises the following elements: (I),-,-,,-,-
The sequence of actions for a mobile terminated call to a driver shall be as follows: (M),-,-,,-,-
Each national railway should obtain a public numbering allocation for MSISDN numbers from the relevant regulatory bodies. (O),-,national*public*relevant,,-,-
"Section 2 lists the services and facilities which are to be supported by GSM-R networks. Section 3 provides requirements and recommendations concerning the configuration, planning and implementation of networks. (I)",-,-,,-,-
Automatic self-testing of the radio shall use the GSM IMSI attach procedure. (M),-,automatic,,-,-
The following minimum values are recommended: (I),-,minimum,,-,-
"If automatic network selection is implemented, the driver shall be capable of deactivating and/or re-activating this function using simple MMI actions. (M)",simple,automatic*capsimple,,-,-
Access to other GSM-R networks shall be possible by using a Breakout Code (BC) as part of the dialled number. (M),-,other*possible,,-,-
"Where necessary, a Train Interface Unit may be implemented to adapt on-train systems to the standard interfaces provided by the Cab radio. (I)",-,necessary*standard,,-,-
This section describes the handling of high priority voice calls for Railway operational emergencies and does not cover public emergency calls (ie handling of ‘112’ calls). (I),-,high*public,,not,-
It shall be possible to limit user access to functional number registration and deregistration facilities based on each of the types of functional number identified in 11.3.5. (M),-,possible,,-,-
Environmental testing procedures shall follow guidelines defined in [IEC 68 part 1]. (M),-,environmental,,-,-
Each national railway is responsible for implementing a suitable recovery mechanism and ensuring that the use of unverified functional numbers is prevented. (I),-,national*responsible*suitable,,-,-
It shall be possible to initiate outgoing voice calls in one of four ways depending on the intended recipient(s) of the call: (M),-,possible,,-,-
"In normal operation of a mobile radio unit, it shall be expected that a combination of the above environmental conditions will be experienced. (M)",-,normal*environmental,,-,-
This procedure shall take place at the installation of the Cab radio. It shall be initiated by an external device or by a member of a maintenance team. (M),-,-,,-,-
"The user-to-user information elements in the following messages, as defined in [EN 301 515, Index [16]], shall be used for the confirmation of high priority calls: (M)",-,high,,-,-
"Direct mode shall operate in simplex mode, a radio link that uses a single frequency for alternate transmission and reception. (M)",-,-,,-,-
"The shunting group may comprise a shunting leader, a shunting driver, a controller and up to three additional personnel (the shunting members). (I)",-,additional,,-,-
"Unless otherwise indicated at time of entry, calls from the stored numbers list shall be initiated as voice calls. (M)",-,otherwise,,-,-
Railway Emergency call confirmation messages shall be of eMLPP priority 4 - “Railway information and all other calls” (see section 10.2). (M),-,other,,-,-
"Muting and unmuting shall be in line with [EN 301 515, Index [4]]. (M)",-,-,,-,-
"Access to private networks shall be performed by using a BC, defined in table 9-12c. (M)",-,-,,-,-
Confirmation centres shall be capable of decoding messages in either format A or B. (M),-,capable,,-,-
Direct mode channel 1 (876.0125 MHz) shall serve as the common access channel. (M),-,common,,-,-
The structure of the MSISDN numbers shall comply with GSM Technical Specification [GSM 03.03]. (M),-,-,,-,-
Interconnection of EIRENE networks is required to allow international call routing. It is not envisaged that any routing database information is exchanged between EIRENE networks. (I),-,-,,not,-
"All EIRENE mobile equipment shall conform to [EN 60950] (Safety of Information Technology Equipment), including Electrical Business Equipment, 1993, plus amendments A1 and A2. (M)",-,-,,-,-
The common shunting group provides a point of contact for leaders and team members to set up a dedicated shunting group call for their shunting operation. (I),-,common,,-,-
Call setup times as defined in the EIRENE FRS shall be achieved with authentication and ciphering procedures enabled. (M),-,-,,-,-
Each railway should define a suitable time-out interval to be applied as part of the deregistration procedure for on-train functional numbers. (O),-,suitable,,-,-
Railway mobiles shall be provided with cell broadcast message identifiers in order to accept SMS-CB messages. (M),-,-,,-,-
There are no development assumptions or dependencies.,-,-,,no,-
There are no special software interface requirements,-,special,,no,-
There are no special communication interface requirements,-,special,,no,-
This section provides more detailed information about each web page.,-,-,,-,-
"A list of articles outside the Get Real site including “50 best jobs in America, Dream Jobs 2007, etc.",-,real,,-,-
A listing of the computer science offerings from Oregon university System campuses and other Oregon colleges. >Need to determine extent of community and private colleges in Oregon,-,other*private,,-,-
"A list of focused questions and answers with links inside the Get Real site. topics include: money, people, and colleges.",-,real,,-,-
There are no special hardware interface requirements,-,special,,no,-
"The Get Real site should work and be tested against IE, Firefox and Netscape.",-,real,,-,-
Offers answers to the questions: “how can I contribute to society and how much money can I make with a computer science degree?”,-,much,,-,-
There are no user documents.,-,-,,no,-
Explore a wide range of pre-college technology programs and courses for high school students.,-,wide*high,,-,-
Copyright and other security measures for Get Real should be the same as the OUS site.,-,other*real*same,,-,-
The user shall be able to save data after creating/adding a new user or cancel data to abort the process.,-,able,,-,-
The Development Team shall develop and then send out release notes via e-mail to all Project Team after each [SYSTEM NAME] build deployed to the Staging environment.,-,then,,-,-
The system shall provide a Glossary for industry-related terms associated with [company name] and the [system name] system to the users through the online help tool.,-,-,,-,-
"The system shall display the [company name] logo in the top, right side of the screen on each of the help pages.",-,right,,-,-
The Project Team shall schedule updates to the production environment only on Tuesdays between 7pm and 7am. (Example),-,only,,-,-
The Technical Lead shall perform code reviews of every system change before those changes may be committed to source control.,-,technical,,-,-
The Development Team shall perform scheduled [SYSTEM NAME] builds using code checked out of source control using the label as defined and specified.,-,-,,-,-
The Development Team shall be required to adjust existing source code to follow accepted coding standards only if that source code must be modified.,-,only,,-,-
The system shall log an error message to the external data file when the user is directed to the [SYSTEM NAME] error page.,-,external,,-,-
The system must exhibit each of the help pages using the same color scheme and background as specified.,-,same,,-,-
The Technical Owner/Lead shall provide signoff before any [SYSTEM NAME] build can be deployed to the production environment.,-,technical,,-,-
The system shall provide searching ability to the users to quickly find specific topic material through the online help tool.,-,specific,,-,-
"The system shall log errors, warnings, and informational messages to an external log file on the application server.",-,external,,-,-
The Project Team must permit reasonable adjustment to the user interfaces of new functionality by project stakeholders when project schedule permits those adjustments.,-,reasonable,,-,-
The User shall be able to view the hyperlinks and descriptions listed.,-,-,,-,-
The system shall display an error message if the new user is not active in the Active Directory.,-,-,,not,-
The Development Team shall utilize established open source frameworks instead of proprietary custom components wherever appropriate.,-,-,,-,-
The system shall clear up data if the user chooses to click the Cancel button in the midst of creating/adding a new user.,-,-,,-,-
The system shall follow HIPAA compliance capabilities in new functionality introduced to the system.,-,-,,-,-
All required fields as specified in the UIS must be marked with a red asterisk alerting the user to fill the required fields in.,-,-,,-,-
The Project Team must perform applicable and appropriate testing against new functionality prior to releasing that functionality/build to the production environment.,-,appropriate*prior,,-,-
The system shall generate a standard confirmation message after saving data and warning/caution messages after the cancel or close button is clicked.,-,standard,,-,-
If projected the data must be readable. On a 10x10 projection screen 90% of viewers must be able to read Event / Activity data from a viewing distance of 30,-,-,-,-,-
The product shall ensure that it can only be accessed by authorized users. The product will be able to distinguish between authorized and unauthorized users in all access attempts,-,-,-,-,that
The product shall be intuitive and self-explanatory.,self-explanatory,-,-,-,-
The product shall respond fast to keep up-to-date data in the display.,fast,-,-,-,-
The system shall display the Events in a graph by time.,-,-,-,-,-
All actions that modify an existing dispute case must be recorded in the case history.,-,-,-,-,-
The Disputes System must prevent users from accessing any dispute cases that do not belong to their cardholder base.,-,-,-,prevent,-
The Disputes System will facilitate direct data entry of a dispute case via a user interface that supports real time responses to the users.,-,-,-,-,that
The Disputes System must provide the user the ability to initiate a single dispute case on multiple transactions that belong to a single merchant.,-,-,-,-,that
The Disputes System must prevent external users from requesting original receipts. Requests for original receipts are restricted to internal users.,-,-,-,-,-
The Disputes System shall prevent the creation of duplicate dispute requests 100% of the time.,-,-,-,-,-
The Disputes System must provide the ability to view existing dispute cases.,-,-,-,-,-
The Disputes System shall provide the users the ability to view the history of all activities that have occurred on the dispute case.,-,-,-,-,that
The product must support Internet Explorer 5.5 and above.,-,-,-,-,-
The product shall comply with corporate User Interface Guidelines,-,-,-,-,-
The appearance of the product shall appear professional,professional,-,-,-,-
The software product is expected to run on Windows or Linux platforms.,-,-,-,-,-
The product shall be easy to use by Adjusters and Collision Estimators. 95% of Adjusters and Collision Estimators shall find the product easy to use.,easy to use,-,-,-,-
The product shall increase productivity of Collision Estimators. 80% of the Collision Estimators shall agree their productivity has increase within 1 month of using the product.,-,-,-,-,-
Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.,satisfied,-,-,-,-
The product shall be easy to learn by Adjusters and Collision Estimators. The product shall be learned with two days onsite training,easy to learn,-,-,-,-
The user shall easily locate instructions while using the product. User help can be found within 90% of the system.,-,-,-,-,easily
The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.,-,-,-,-,-
The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.,-,-,-,not,-
Only adjusters can request recycled parts audit reports. No users without an adjuster role shall request recycled parts audits.,-,-,-,-,-
Only adjusters with a supervisor role can update preferred repair facility ratings. Users without the supervisor role cannot access the repair facility ratings.,-,-,-,cannot,-
Only collision estimators shall search for recycled parts. Users without the collision estimator role shall not have access to the search for recycled parts.,-,-,-,not,-
Only valid data shall be entered into the system. No invalid data shall be entered into the system.,-,-,-,-,-
One insurance company shall not be able to view another insurance companys claim data.,-,-,-,not,-
The system shall prevent malicious attacks including denial of service.,malicious attacks,-,-,-,-
The product must comply with Sarbanes-Oxley.,-,-,-,-,-
The user shall search for the preferred repair facility using vehicle vehicle location and radius in miles,-,-,-,-,-
The vehicle data shall include vehicle year make and model,-,-,-,-,-
The vehicle location shall include street address city state and zipcode,-,-,-,-,-
The system shall resolve the zipcode for the street address city and state if zipcode is unknown.,-,-,-,-,-
The estimator shall search for available recycled parts using a list of preferred parts suppliers.,-,-,-,-,-
The estimator shall search by zipcode with a radius of 30 miles if no parts are found for the preferred parts suppliers,-,-,-,-,-
The estimator shall apply selected recycled parts to the collision estimate.,-,-,-,-,-
The estimator shall not apply recycled parts to the collision estimate if no available parts are returned.,-,-,-,not,-
The adjuster shall request a recycled parts audit of the collision estimate.,-,-,-,-,-
The recycled parts search results provided to the estimator shall be retrieved by the system.,-,-,-,-,-
The audit report shall include the number of available recycled parts from the original search results.,original search,-,-,-,-
The audit report shall include the total score of the audit which sums the indivual line items.,-,-,-,-,which
The audit report shall be available to other adjusters at later points in time.,-,later,-,-,-
The current repair facility ratings shall be displayed to the user.,-,-,-,-,-
The system will display a blank set of ratings if there are not ratings yet defined.,-,-,-,-,-
The ratings shall include categories for attempted use of recycled parts and actual use of recycled parts,-,-,-,-,-
The product must make use of web/application server technology. Open source examples include Apache web server Tomcat and the JBoss application server.,-,-,-,-,-
The product shall have a conservative and professional appearance.,professional appearance,-,-,-,-
The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.,easy to use,-,-,-,-
The product shall give users feedback when necessary. 80% of the users surveyed report that the product accurately confirms their actions.,-,accurately,-,-,-
The product shall use a standard navigation menu familiar to most web users.,familiar,-,-,-,-
The product shall conform to the Americans with Disabilities Act.,-,-,-,-,-
The response shall be fast enough to avoid interrupting the user�s flow of thought. 90% of tasks shall complete within 5 seconds. 98% of tasks shall complete within 8 seconds.,-,-,-,-,-
The product shall create an exception log of problems encountered within the product for transmission to our company for analysis and resolution.,-,-,-,-,-
The product must be able to interface with various email servers. The product shall be able to send email.,-,various,-,-,-
The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.,-,-,-,-,-
The product shall be able to be installed in any operating environment within 2 days.,-,-,-,-,-
The product must be developed with the J2SE/J2EE programming language libraries,-,-,-,-,-
The product shall assign the organizers contact information to each meeting they create.,-,-,-,-,-
The product will record meeting acknowledgements.,-,-,-,-,-
The product shall update existing conference rooms.,-,-,-,-,-
The product will be able to delete conference rooms.,-,-,-,-,-
The product shall allow an organizer to invite other employees to meetings.,-,-,-,-,-
The product shall record the transportation status of equipment reserved.,-,-,-,-,-
The product shall display a map of the company building showing conference room locations.,-,-,-,-,-
The product shall record updated meeting agendas.,-,-,-,-,-
The product shall display room equipment according to search parameters.,-,-,-,-,-
The product shall record different meeting types.,-,different,-,-,-
The product will allow priviledged users to view meeting schedules in multiple reporting views.,-,-,-,-,-
The product shall be able to send meeting notifications via different kinds of end-user specified methods.,-,specified,-,-,-
The product shall have a customizable Look and Feel.,-,-,-,-,-
The System shall utilize currently owned computer equipment.,-,-,-,-,-
The System shall meet all applicable accounting standards. The final version of the System must successfully pass independent audit performed by a certified auditor.,-,-,-,-,-
The System shall allow generation of Inventory Quantity Adjustment documents on demand.,-,-,-,-,-
Product formula ingredients shall allow defining substitutionary ingredients.,-,-,-,-,-
PME Subsystem shall allow keeping submenus within menus and products within submenus in a managed and persisted order.,-,-,-,-,-
PME Subsystem shall allow for a product to exist in more than one submenu,-,-,-,-,-
Administrator shall be able to activate a pre-paid card via the Administration section in under 5 seconds.,-,-,-,-,-
System shall let customers register on the website as a �unlimited movie subscriber� user in under 10 minutes.,-,-,-,-,-
The website shall be attractive to all audiences. The website shall appear to be fun and the colors should be bright and vibrant.,attractive,-,-,-,-
The website design should be modern clean and concise.,modern*clean,-,-,-,-
Users should be able to access their streaming movies in under 2 clicks after logging into the website.,-,-,-,-,-
While streaming a movie buffering should only occur if there is latency in the user�s connection.,-,-,-,-,-
All credit card information will be secured on the server and only accessible by authorized Izogn administrators. Information will be encrypted in the database.,-,-,-,-,-
The website shall be available for use 24 hours per day 365 days per year.,-,-,-,-,-
The website shall continue to operate if the payment gateway goes down.,-,-,-,-,-
The product shall be expected to operate within the maximum maintenance budget for a minimum of 2 years.,maximum,-,-,-,-
Movies shall be encoded and streamed via Windows Media Player 9.0.,-,-,-,-,-
Only administrators can activate a pre-paid card.,-,-,-,-,-
The website shall protect itself from intentional abuse and notify the administrator at all occurrences.,-,-,-,-,-
The system shall reveal private information only in compliance with the organization�s information policy.,-,-,-,-,-
The website shall not be offensive to religious or ethnic groups.,-,-,-,-,-
The website should appeal to all Africans not only Nigerians.,-,-,-,-,-
The website should use Flash to provide animation on the home page.,-,-,-,-,-
IzognMovies shall meet the licensing requirements set forth by the appropriate organizations in order to stream African movies.,appropriate,-,-,-,-
The PHP code will comply with PEAR standards.,-,-,-,-,-
The website will allow customers to search for movies by title actor or director.,-,-,-,-,-
viewing a movie details the website will display the movies description actor and director entered in by the administrator.,-,-,-,-,-
Website shall allow customers to browse movies by categories entered in by izogn administrator.,-,-,-,-,-
Website shall allow the Izogn administrator to approve a review posted by a customer.,-,-,-,-,-
System will allow customers to pay for a streaming movie with a pre-paid card.,-,-,-,-,-
Movies can only be streamed if the customer has purchased a movie and is within the 2-day time period to stream the movie.,-,-,-,-,-
Website must be able to support free trial periods with various parameters set by the Izogn Manager.,-,period*various,-,-,-
Daily usage statistics should be logged and accessible by the administrator.,-,-,-,-,-
The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,-,-,-,-,-
The vendor will verify the invalid lead.,-,-,-,-,-
If the leads score falls within the high average score then it will be process by the ARA functionality.,-,high,-,-,-
If the leads score falls within the medium average then it will be set for manual verification by an Enrollment Coordinator through the eleads system.,-,medium,-,-,-
If the leads score falls within the low average then it will be returned to the supplying vendor,-,low,-,-,-
The leads washing functionality will use the parameters supplied by corporate and schools to score part of the lead.,-,-,-,-,-
When the offensive player takes a shot the product shall simulate the sound of a ship at sea.,-,-,-,-,-
When a ship is sunk the product shall simulate the sound of a sinking ship.,-,-,-,-,-
The product shall able to handle a large number of games simultaneously.,-,large,-,-,-
The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.,self-explanatory,-,-,-,-
The product shall be available to players who understand English Spanish and French. The product shall allow the user to select the language upon accessing the product.,-,-,-,-,-
The product shall provide players no access to information that might reveal the identity of another player,-,-,-,-,-
Once a game has been initiated the product shall make the players assigned to the game unavailable for selection from the list of players.,-,-,-,-,-
The product shall remove players who have been inactive for 24 hours from the list of players.,-,-,-,-,-
Once a game is initiated the product shall allow each player to position their 5 ships on their respective defensive grids.,-,-,-,-,-
The product shall allow a player to position ships horizontally on their grid.,-,-,-,-,-
The product shall allow the player to position ships diagonally on their grid,-,-,-,-,-
The product shall prevent the player from overlapping ships on their grid.,-,-,-,-,-
When both players have positioned their 5 ships on their defensive grids the product shall define the status of each player for the first turn.,-,-,-,-,-
For each turn the product shall identify one player as offensive status and one player as defensive status.,-,-,-,-,-
For each turn the product shall allow the offensive player to define a shot.,-,-,-,-,-
For each shot the product shall mark the shot as a hit or miss on the defensive grid of the defensive player.,-,-,-,-,-
When the hit results in sinking a ship the product shall notify the players that the ship was sunk.,-,-,-,-,-
If the shot was marked as a hit the product shall allow the offensive player to define a shot.,-,-,-,-,-
If the shot was marked as a miss the product shall change the status of the offensive player to defensive,-,-,-,-,-
When a game is ended the product shall notify the players that the game is ended.,-,-,-,-,-
When a game is ended the product shall allow each player to remove himself or herself from the list of players.,-,-,-,-,-
The system shall be easy to use by callers and supervisors. Callers and supervisors must be able to accomplish any system task within 2 minutes.,easy,-,-,-,-
The system shall be easy to learn by callers and supervisors. Callers and supervisors shall learn how to use the system within 10 minutes.,easy,-,-,-,-
On a 112k connection or faster the system response time for all operations must be no more than 3 seconds 90% of the time.,-,-,-,-,-
The system must be available for use between 7,-,-,-,-,-
The product shall be internet browser independent.The product must run using Internet Explorer and Netscape Navigator.,-,-,-,-,-
The product shall ensure that only supervisors can advertise empty time slots.The product must ensure that supervisors are allowed to access advertise empty time slots.,-,-,-,-,-
The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,-,-,-,-,-
The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.,-,-,-,-,-
The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.,appealing,-,-,-,-
The product shall provide GUI based Monitoring Services.System Administrators shall monitor message exchanges will predict and determine problems and will also provide internal and external support.,-,-,-,-,-
The product shall provide Error Tracking Services.The product shall help the System Administrators and DBAs to resolve transaction errors 99% of the time.,-,-,-,-,-
The product shall provide Asynchronous Messaging.The product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communications,-,-,-,-,-
The product shall be robust with fault tolerance.The product shall have fault tolerance by using recovery technique compensatory transaction and routing around failures.,-,-,-,-,-
The product shall be platform independent.The product shall enable access to any type of development environment and platform.,-,-,-,-,-
The product shall interface CSR and Datastream.The product shall exchange messages between CSR and EAM on a real time basis without any direct interfaces between two systems.,-,-,-,-,-
The product shall have security.The product shall provide authentication and authorization.,-,-,-,-,-
The system shall be displayable on any work computer a CCR user may have. The system interface shall be formatted to display at 800 by 600 pixel resolution.,-,-,-,-,-
Rreports must be easy to generate. eports must be generated within one button click and exported within one button click (after selecting the report),easy,-,-,-,-
The WCS system shall use appropriate nomenclature and terminology as defined by the Corporate Community Grants organization. All interfaces and reports will undergo usability tests by CCR users.,-,-,-,-,-
All changes updates and additions to the WCS system shall be updated in the WCS Developer and WCS User Guides. Every change must be reflected in WCS system documentation,-,-,-,-,-
The system shall only be accessed by authorized Corporate Community Grants (CCR) employees. Users must be authenticated using their IBM intranet user name and password.,-,-,-,-,-
The Commissioner will be the only authorized user per league to adjust league settings.,-,-,-,-,-
The application shall have a downtime of at most 10 minutes per year.,-,-,-,-,-
The maximum wait time for a user navigating from one screen to another within the Disputes application shall be no more than 5 seconds.,-,-,-,-,-
The Disputes application shall be available 24x7x365 with the exception of the following scheduled maintenance windows. Monday � Saturday 3,-,-,-,-,-
The system shall achieve 95% up time.,-,-,-,-,-
The system shall have a professional appearance,professional appearance,-,-,-,-
The product shall have a consistent color scheme and fonts.,-,-,-,-,-
The system shall be used by realtors with no training.,-,-,-,-,-
The system shall be intuitive and self explanatory.,intuitive*self explanatory,-,-,-,-
The product shall be easy for a realtor to learn.,-,easy,-,-,-
The product shall produce search results in an acceptable time,-,-,-,-,-
The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.,-,-,-,-,-
The product shall be available for use 24 hours per day 365 days per year,-,-,-,-,-
Out of 1000 accesses to the system the system is available 999 times.,-,-,-,-,-
The product shall operate in offline mode whenever internet connection is unavailable.,-,-,-,-,-
The product shall be installed by an untrained realtor without recourse to separately-printed instructions.,-,-,-,-,-
90% of untrained realtors shall be able to install the product on their device without printed instructions,-,-,-,-,-
The product is expected to run on Windows CE and Palm operating systems.,-,-,-,-,-
The product shall prevent its data from incorrect data being introduced.,-,-,-,-,-
The system shall be expected to manage the nursing program curriculum and class/clinical scheduling for a minimum of 5 years.,-,-,-,-,-
The system shall able to operate within a business office environment typical of the Nursing Department at DePaul University.,-,-,-,-,-
A secondary database will be used to store historical statistics and data.,-,-,-,-,-
The system shall be able to call the seller or buyer to schedule an appointment,-,-,-,-,-
The system shall be easy to use by the Program Administrators/Nursing Staff Members.,easy,-,-,-,-
All of the users shall be able to use the system after one day of training.,-,-,-,-,-
The system shall use symbols and words that are naturally understandable by the user community.,understandable,-,-,-,-
Staff members shall be able to complete a set of tasks in a timely manner.,-,timely manner,-,-,-
The response time of general student management tasks shall take no longer than 5 seconds and the response time of schedule generation shall take no longer than 30 seconds.,-,-,-,-,-
The system shall interface with the faculty central server.,-,-,-,-,-
We must be able to interface with any HTML browser.,-,-,-,-,-
Only authorized users shall have access to students� personal information.,-,-,-,-,-
Dr Susan Poslusny and Dr Julie Donalek are the only people who shall have access to students� personal information.,-,-,-,-,-
The system shall be built such that it is as secure as possible from malicious interference.,-,-,-,-,-
Program Administrators and Nursing Staff Members shall be able to add a single student to a cohort,-,-,-,-,-
Students added to a cohort shall be eligible for the cohort�s Program of Study.,-,-,-,-,-
The system shall allow modification of the display.,-,-,-,-,-
The system shall provide charts for the Activity or Event actual versus assumed time.,-,-,-,-,-
98% of the user workstations shall meet the minimum hardware requirements prior to implementation. Minimum Hard Disk Space,-,minimum,-,-,-
98% of the user workstations shall meet the minimum software requirements prior to implementation,-,minimum,-,-,-
The system will use the stored e-mail addresses as a primary means of communicating information to affected parties.,-,-,-,-,-
The system will notify affected parties when changes occur affecting classes including but not limited to class cancellations class section detail changes and changes to class offerings for a given quarter.,-,-,-,-,-
The System must at a minimum be able to provide reports for actions on cases organised: By case;By user;In chronological sequence.,-,minimum,-,-,-
"The System must allow persistent defaults for data entry where desirable. These defaults should include: user-definable values;values same as previous item;values derived from context, e.g. date, file reference, user identifier;",-,-,-,-,-
The ceiling speed value for the unfitted operation is determined by the lower value out of Maximum train speed National value for unfitted operation,-,-,-,-,-
It shall be possible to send information regarding the inhibition of the following different types of brake: Regenerative brake Eddy current brake Magnetic shoe brake,-,-,-,-,-
3.3.2 Deleted.,-,-,-,-,-
5.2.2iii Replacing the handset either: (M) cancels the call; or transfers the call to the loudspeaker at the initial volume.,-,-,-,-,-
"5.2.3.11 When switched off, the following functions (if available) shall still be provided: (M) public address; call Chief Conductor; intercom. Select language",-,-,-,-,-
5.2.3.22 Deleted. Manual network selection,-,-,-,-,-
5.4.12 Deleted.,-,-,-,-,-
5.6.1 Deleted.,-,-,-,-,-
5.7.3 The DSD alarm call/message shall provide the following information: train number; (M) engine number; (M) location information. (O),-,-,-,-,-
6.4.1.1 The General purpose radio should comprise the man-machine interface which includes the following components: (O) display; control panel; loudspeaker; microphone.,-,-,-,-,-
7.2.3.6 The user shall be able to select his preferred language for the display; this setting shall be retained by the radio. (M),-,-,-,-,-
"7.2.3.9 When the mobile changes network automatically, a visual and audible indication shall be given. (M)",-,-,-,-,-
7.2.3.13 It shall be possible for the user to store and/or overwrite numbers and their details in the radio. (M) Computer interface,-,-,-,-,-
7.2.3.14 A standard data interface should be provided to allow a computer to be connected to the radio. (O),-,-,-,-,-
7.3.3 The Operational radio shall be of a rugged design suitable for use in the railway environment by operational railway personnel. (M),rugged,-,-,-,-
7.3.5 Controls shall be designed such that they are suitable for use by people wearing gloves. (M),-,-,-,-,-
7.3.7 It should be possible for a user to change the battery without the use of tools. (O),-,-,-,-,-
7.3.8 The weight of the Operational radio including battery should not exceed 800g. (O) Electrical,-,-,-,-,-
7.4.1.1 The Operational radio MMI shall comprise the following components: (O) display; control panel; loudspeaker; microphone.,-,-,-,-,-
"7.4.3.3 If shunting mode is implemented, the link assurance button shall be designed to avoid accidental use. (M)",-,-,-,-,-
7.4.4.1 A visual and audible alarm shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time. (M),-,-,-,-,-
8.1.4 Details concerning controller equipment requirements for Railway emergency calls are given in section 13. (I),-,-,-,-,-
"8.3.2 At the detailed level, different controllers may have specific addressing needs, eg catering controllers will need to call specific vehicles in a train. (I)",specific,-,-,-,-
8.4.1 The communications architecture will be dictated by local circumstances. The definition of this interface is beyond the scope of EIRENE. (I),-,-,-,-,-
9.2.1.2 Each mobile shall be identified by a unique telephone number. (M),-,-,-,-,-
9.2.3.1 The use of engine/coach numbers to address trains shall not result in any ambiguities. (I),-,-,-,-,-
9.2.3.2 Every on-engine/coach function shall be identified by a unique standard number. (M),-,-,-,-,-
9.2.4.3 Every controller number shall be based on an association of: (M) controller location; controller identifier.,-,-,-,-,-
"9.3.1 Telephone numbers can be defined on a national basis, but codes for certain functions shall be used on an international basis in order to allow interoperability. (M)",certain functions ,-,-,-,-
"9.4.1 To provide interoperability between the fixed railway networks within the EIRENE network, standardisation of UIC group numbering will be required. (I)",-,-,-,-,-
"10.1.2 For the purposes of defining common subscription profiles, a number of subscription types might be used, for example: (I) Cab radio; on-train radio; controller; trackside worker; general staff; data services; administration/management.",-,-,-,-,-
10.3.2 Any implementation of such call restrictions shall not affect international interoperability. (M),-,-,-,-,-
10.4.3 Deactivating a group on the mobile shall prevent a user receiving calls from that group. (M),-,-,-,-,-
"10.4.4 In order to provide interoperability, Cab radios will be members of a number of standard groups: Railway emergency call; (M) all train drivers; (M) shunting team; (M) trackside worker. (O)",-,-,-,-,-
"10.5.2 Where EIRENE facilities are not available within the currently selected network, the user shall be given a visible indication. (M)",-,-,-,-,-
"10.6.3 If required, a railway may make additional restrictions to the access matrix. (O)",-,-,-,-,-
11.2.1.6 Deleted.,-,-,-,-,-
11.2.1.8 The functional number shall remain valid as a user roams from one network to another. (M),-,-,-,-,-
"11.2.3.2 For broadcast and group voice communications, the functional identity provided shall be that of the broadcast or group identity. (M)",-,-,-,-,-
11.3.1 Three procedures can be identified for managing the relationship between the functional number and the telephone number by the mobile user as defined below. (I),-,-,-,-,-
11.3.2.2 The functional number registration facility shall be supported by all EIRENE user equipment. (M),-,-,-,-,-
11.3.2.3 It shall be possible to register up to ten functional numbers to items of equipment physically connected to the Cab radio within 30 seconds. (M),-,-,-,-,-
11.3.2.5 Duplicate functional numbers (eg two trains with the same train number) shall be prevented. (M),-,-,-,-,-
"11.3.4.1 To allow roaming between EIRENE networks, the system shall support a procedure for the re-registration of functional numbers after selection of a new network. (M)",-,-,-,-,-
11.4.1 Location dependent addressing shall be provided to route calls for a given function to a destination number that is dependent upon the users location. (M),-,-,-,-,-
11.4.5 The location dependent addressing scheme shall be available to all mobiles. (M),-,-,-,-,-
"11.4.6 As a minimum, the location information used by the EIRENE system shall be derived from that available from the network itself (eg current cell or base station serving the mobile). (M)",-,minimum,-,-,-
12.2.1 It should be possible to transfer text messages between ground and mobile(s) through the EIRENE system. (O),-,-,-,-,-
